ID_Transaccion,Fecha,Dia_Semana,Producto,Categoria,Canal_Venta,Cantidad,Precio_Unitario,Ventas_Soles,Costo_Soles,Utilidad_Soles
TX-1675,2026-08-30,Sunday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1676,2026-08-30,Sunday,Pollo Entero kg,Carnes/Frescos,WhatsApp,5,9.8,49.0,34.5,14.5
TX-1677,2026-08-30,Sunday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1678,2026-08-30,Sunday,Detergente Opal 1kg,Limpieza,WhatsApp,5,12.0,60.0,41.0,19.0
TX-1679,2026-08-30,Sunday,Detergente Opal 1kg,Limpieza,Delivery / App,1,12.0,12.0,8.2,3.8
TX-1680,2026-08-30,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,5,4.2,21.0,15.5,5.5
TX-1681,2026-08-31,Monday,Detergente Opal 1kg,Limpieza,WhatsApp,5,12.0,60.0,41.0,19.0
TX-1682,2026-08-31,Monday,Arroz Costeño 5kg,Abarrotes,Delivery / App,3,24.5,73.5,54.0,19.5
TX-1683,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,WhatsApp,3,7.5,22.5,14.4,8.1
TX-1684,2026-08-31,Monday,Detergente Opal 1kg,Limpieza,Delivery / App,2,12.0,24.0,16.4,7.6
TX-1685,2026-08-31,Monday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1686,2026-08-31,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1687,2026-08-31,Monday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1688,2026-08-31,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1689,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1690,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,WhatsApp,3,7.5,22.5,14.4,8.1
TX-1691,2026-08-31,Monday,Pollo Entero kg,Carnes/Frescos,WhatsApp,2,9.8,19.6,13.8,5.8
TX-1692,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1693,2026-08-31,Monday,Detergente Opal 1kg,Limpieza,Delivery / App,2,12.0,24.0,16.4,7.6
TX-1694,2026-08-31,Monday,Aceite Primor 1L,Abarrotes,Delivery / App,1,11.5,11.5,8.5,3.0
TX-1695,2026-08-31,Monday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1696,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,Delivery / App,2,7.5,15.0,9.6,5.4
TX-1697,2026-08-31,Monday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1698,2026-08-31,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1699,2026-08-31,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1700,2026-08-31,Monday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1701,2026-08-31,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1702,2026-09-01,Tuesday,Pollo Entero kg,Carnes/Frescos,WhatsApp,5,9.8,49.0,34.5,14.5
TX-1703,2026-09-01,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1704,2026-09-01,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1705,2026-09-01,Tuesday,Detergente Opal 1kg,Limpieza,Yape / Plin,2,12.0,24.0,16.4,7.6
TX-1706,2026-09-01,Tuesday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1707,2026-09-01,Tuesday,Inca Kola 1.5L,Bebidas,WhatsApp,4,7.5,30.0,19.2,10.8
TX-1708,2026-09-01,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1709,2026-09-01,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,5,11.5,57.5,42.5,15.0
TX-1710,2026-09-01,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,2,34.0,68.0,48.0,20.0
TX-1711,2026-09-01,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1712,2026-09-01,Tuesday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1713,2026-09-01,Tuesday,Galletas Soda Field,Snacks,Yape / Plin,3,2.5,7.5,4.2,3.3
TX-1714,2026-09-01,Tuesday,Galletas Soda Field,Snacks,Yape / Plin,4,2.5,10.0,5.6,4.4
TX-1715,2026-09-01,Tuesday,Aceite Primor 1L,Abarrotes,Delivery / App,4,11.5,46.0,34.0,12.0
TX-1716,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,WhatsApp,2,12.0,24.0,16.4,7.6
TX-1717,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,Yape / Plin,2,12.0,24.0,16.4,7.6
TX-1718,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1719,2026-09-02,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1720,2026-09-02,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1721,2026-09-02,Wednesday,Leche Gloria 400g,Lácteos,Delivery / App,2,4.2,8.4,6.2,2.2
TX-1722,2026-09-02,Wednesday,Aceite Primor 1L,Abarrotes,Yape / Plin,2,11.5,23.0,17.0,6.0
TX-1723,2026-09-02,Wednesday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,5,24.5,122.5,90.0,32.5
TX-1724,2026-09-02,Wednesday,Inca Kola 1.5L,Bebidas,WhatsApp,1,7.5,7.5,4.8,2.7
TX-1725,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1726,2026-09-02,Wednesday,Leche Gloria 400g,Lácteos,Yape / Plin,1,4.2,4.2,3.1,1.1
TX-1727,2026-09-02,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1728,2026-09-02,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1729,2026-09-02,Wednesday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1730,2026-09-02,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1731,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1732,2026-09-02,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1733,2026-09-02,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1734,2026-09-02,Wednesday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1735,2026-09-02,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1736,2026-09-02,Wednesday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1737,2026-09-03,Thursday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1738,2026-09-03,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1739,2026-09-03,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1740,2026-09-03,Thursday,Pollo Entero kg,Carnes/Frescos,WhatsApp,4,9.8,39.2,27.6,11.6
TX-1741,2026-09-03,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1742,2026-09-03,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1743,2026-09-03,Thursday,Inca Kola 1.5L,Bebidas,Yape / Plin,4,7.5,30.0,19.2,10.8
TX-1744,2026-09-03,Thursday,Aceite Primor 1L,Abarrotes,Yape / Plin,5,11.5,57.5,42.5,15.0
TX-1745,2026-09-03,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1746,2026-09-03,Thursday,Leche Gloria 400g,Lácteos,Tienda Física,4,4.2,16.8,12.4,4.4
TX-1747,2026-09-03,Thursday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1748,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1749,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,5,34.0,170.0,120.0,50.0
TX-1750,2026-09-03,Thursday,Aceite Primor 1L,Abarrotes,Tienda Física,5,11.5,57.5,42.5,15.0
TX-1751,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1752,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,5,34.0,170.0,120.0,50.0
TX-1753,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1754,2026-09-03,Thursday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1755,2026-09-03,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1756,2026-09-04,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1757,2026-09-04,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1758,2026-09-04,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1759,2026-09-04,Friday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,2,34.0,68.0,48.0,20.0
TX-1760,2026-09-04,Friday,Arroz Costeño 5kg,Abarrotes,WhatsApp,1,24.5,24.5,18.0,6.5
TX-1761,2026-09-04,Friday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,1,24.5,24.5,18.0,6.5
TX-1762,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1763,2026-09-04,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1764,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,5,9.8,49.0,34.5,14.5
TX-1765,2026-09-04,Friday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1766,2026-09-04,Friday,Detergente Opal 1kg,Limpieza,WhatsApp,1,12.0,12.0,8.2,3.8
TX-1767,2026-09-04,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1768,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1769,2026-09-04,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1770,2026-09-04,Friday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1771,2026-09-04,Friday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1772,2026-09-04,Friday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,4,34.0,136.0,96.0,40.0
TX-1773,2026-09-04,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1774,2026-09-04,Friday,Galletas Soda Field,Snacks,WhatsApp,3,2.5,7.5,4.2,3.3
TX-1775,2026-09-04,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1776,2026-09-04,Friday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1777,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1778,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,4,9.8,39.2,27.6,11.6
TX-1779,2026-09-04,Friday,Pollo Entero kg,Carnes/Frescos,Delivery / App,1,9.8,9.8,6.9,2.9
TX-1780,2026-09-04,Friday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1781,2026-09-05,Saturday,Detergente Opal 1kg,Limpieza,Yape / Plin,4,12.0,48.0,32.8,15.2
TX-1782,2026-09-05,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1783,2026-09-05,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1784,2026-09-05,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
TX-1785,2026-09-05,Saturday,Aceite Primor 1L,Abarrotes,WhatsApp,5,11.5,57.5,42.5,15.0
TX-1786,2026-09-05,Saturday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1787,2026-09-05,Saturday,Aceite Primor 1L,Abarrotes,Delivery / App,1,11.5,11.5,8.5,3.0
TX-1788,2026-09-05,Saturday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1789,2026-09-05,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,4,4.2,16.8,12.4,4.4
TX-1790,2026-09-05,Saturday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1791,2026-09-05,Saturday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1792,2026-09-05,Saturday,Detergente Opal 1kg,Limpieza,WhatsApp,1,12.0,12.0,8.2,3.8
TX-1793,2026-09-05,Saturday,Leche Gloria 400g,Lácteos,Yape / Plin,2,4.2,8.4,6.2,2.2
TX-1794,2026-09-05,Saturday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1795,2026-09-05,Saturday,Galletas Soda Field,Snacks,WhatsApp,2,2.5,5.0,2.8,2.2
TX-1796,2026-09-05,Saturday,Detergente Opal 1kg,Limpieza,Delivery / App,5,12.0,60.0,41.0,19.0
TX-1797,2026-09-05,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1798,2026-09-05,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1799,2026-09-05,Saturday,Inca Kola 1.5L,Bebidas,WhatsApp,5,7.5,37.5,24.0,13.5
TX-1800,2026-09-05,Saturday,Aceite Primor 1L,Abarrotes,WhatsApp,5,11.5,57.5,42.5,15.0
TX-1801,2026-09-05,Saturday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1802,2026-09-05,Saturday,Galletas Soda Field,Snacks,Tienda Física,3,2.5,7.5,4.2,3.3
TX-1803,2026-09-05,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1804,2026-09-05,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1805,2026-09-05,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1806,2026-09-06,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,1,7.5,7.5,4.8,2.7
TX-1807,2026-09-06,Sunday,Galletas Soda Field,Snacks,WhatsApp,2,2.5,5.0,2.8,2.2
TX-1808,2026-09-06,Sunday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1809,2026-09-06,Sunday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1810,2026-09-06,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,2,4.2,8.4,6.2,2.2
TX-1811,2026-09-06,Sunday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1812,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1813,2026-09-06,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1814,2026-09-06,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1815,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,WhatsApp,4,12.0,48.0,32.8,15.2
TX-1816,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,Delivery / App,1,12.0,12.0,8.2,3.8
TX-1817,2026-09-06,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1818,2026-09-06,Sunday,Leche Gloria 400g,Lácteos,Delivery / App,3,4.2,12.6,9.3,3.3
TX-1819,2026-09-06,Sunday,Inca Kola 1.5L,Bebidas,WhatsApp,5,7.5,37.5,24.0,13.5
TX-1820,2026-09-06,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1821,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1822,2026-09-06,Sunday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1823,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1824,2026-09-06,Sunday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1825,2026-09-06,Sunday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1826,2026-09-06,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,5,4.2,21.0,15.5,5.5
TX-1827,2026-09-06,Sunday,Galletas Soda Field,Snacks,WhatsApp,4,2.5,10.0,5.6,4.4
TX-1828,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,WhatsApp,2,12.0,24.0,16.4,7.6
TX-1829,2026-09-06,Sunday,Leche Gloria 400g,Lácteos,Yape / Plin,4,4.2,16.8,12.4,4.4
TX-1830,2026-09-06,Sunday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1831,2026-09-06,Sunday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,4,34.0,136.0,96.0,40.0
TX-1832,2026-09-06,Sunday,Detergente Opal 1kg,Limpieza,Yape / Plin,5,12.0,60.0,41.0,19.0
TX-1833,2026-09-06,Sunday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1834,2026-09-07,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1835,2026-09-07,Monday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1836,2026-09-07,Monday,Inca Kola 1.5L,Bebidas,Yape / Plin,3,7.5,22.5,14.4,8.1
TX-1837,2026-09-07,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1838,2026-09-07,Monday,Arroz Costeño 5kg,Abarrotes,WhatsApp,1,24.5,24.5,18.0,6.5
TX-1839,2026-09-07,Monday,Inca Kola 1.5L,Bebidas,WhatsApp,3,7.5,22.5,14.4,8.1
TX-1840,2026-09-07,Monday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1841,2026-09-07,Monday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1842,2026-09-07,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1843,2026-09-07,Monday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1844,2026-09-07,Monday,Arroz Costeño 5kg,Abarrotes,WhatsApp,5,24.5,122.5,90.0,32.5
TX-1845,2026-09-07,Monday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1846,2026-09-07,Monday,Leche Gloria 400g,Lácteos,Yape / Plin,2,4.2,8.4,6.2,2.2
TX-1847,2026-09-07,Monday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1848,2026-09-07,Monday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1849,2026-09-08,Tuesday,Aceite Primor 1L,Abarrotes,WhatsApp,5,11.5,57.5,42.5,15.0
TX-1850,2026-09-08,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1851,2026-09-08,Tuesday,Galletas Soda Field,Snacks,Delivery / App,2,2.5,5.0,2.8,2.2
TX-1852,2026-09-08,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1853,2026-09-08,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1854,2026-09-08,Tuesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,4,24.5,98.0,72.0,26.0
TX-1855,2026-09-08,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1856,2026-09-08,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1857,2026-09-08,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1858,2026-09-08,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1859,2026-09-08,Tuesday,Detergente Opal 1kg,Limpieza,Yape / Plin,2,12.0,24.0,16.4,7.6
TX-1860,2026-09-08,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1861,2026-09-08,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1862,2026-09-08,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1863,2026-09-08,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1864,2026-09-08,Tuesday,Galletas Soda Field,Snacks,WhatsApp,2,2.5,5.0,2.8,2.2
TX-1865,2026-09-09,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1866,2026-09-09,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1867,2026-09-09,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1868,2026-09-09,Wednesday,Galletas Soda Field,Snacks,Tienda Física,2,2.5,5.0,2.8,2.2
TX-1869,2026-09-09,Wednesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1870,2026-09-09,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1871,2026-09-09,Wednesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1872,2026-09-09,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1873,2026-09-09,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1874,2026-09-09,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,5,34.0,170.0,120.0,50.0
TX-1875,2026-09-09,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1876,2026-09-09,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1877,2026-09-09,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1878,2026-09-09,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,5,34.0,170.0,120.0,50.0
TX-1879,2026-09-09,Wednesday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1880,2026-09-09,Wednesday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1881,2026-09-09,Wednesday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1882,2026-09-09,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1883,2026-09-09,Wednesday,Leche Gloria 400g,Lácteos,Yape / Plin,3,4.2,12.6,9.3,3.3
TX-1884,2026-09-09,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1885,2026-09-09,Wednesday,Galletas Soda Field,Snacks,Yape / Plin,4,2.5,10.0,5.6,4.4
TX-1886,2026-09-09,Wednesday,Detergente Opal 1kg,Limpieza,WhatsApp,5,12.0,60.0,41.0,19.0
TX-1887,2026-09-10,Thursday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1888,2026-09-10,Thursday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,2,9.8,19.6,13.8,5.8
TX-1889,2026-09-10,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1890,2026-09-10,Thursday,Detergente Opal 1kg,Limpieza,Delivery / App,3,12.0,36.0,24.6,11.4
TX-1891,2026-09-10,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1892,2026-09-10,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1893,2026-09-10,Thursday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1894,2026-09-10,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,3,34.0,102.0,72.0,30.0
TX-1895,2026-09-10,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1896,2026-09-10,Thursday,Inca Kola 1.5L,Bebidas,Yape / Plin,4,7.5,30.0,19.2,10.8
TX-1897,2026-09-10,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1898,2026-09-10,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1899,2026-09-10,Thursday,Inca Kola 1.5L,Bebidas,Tienda Física,4,7.5,30.0,19.2,10.8
